,serial_number,name,type,rarity,set
1292,36/101,Golbat,Grass,Uncommon,EX Hidden Legends 
1293,37/101,Igglybuff,Colorless,Uncommon,EX Hidden Legends 
1294,38/101,Lanturn,Lightning,Uncommon,EX Hidden Legends 
1295,39/101,Loudred,Colorless,Uncommon,EX Hidden Legends 
1296,40/101,Luvdisc,Water,Uncommon,EX Hidden Legends 
1297,41/101,Machoke,Fighting,Uncommon,EX Hidden Legends 
1298,42/101,Medicham,Fighting,Uncommon,EX Hidden Legends 
1299,43/101,Metang,Psychic,Uncommon,EX Hidden Legends 
1300,44/101,Metang,Metal,Uncommon,EX Hidden Legends 
1301,45/101,Nuzleaf,Darkness,Uncommon,EX Hidden Legends 
1302,46/101,Rhydon,Fighting,Uncommon,EX Hidden Legends 
1303,47/101,Sealeo,Water,Uncommon,EX Hidden Legends 
1304,48/101,Spinda,Colorless,Uncommon,EX Hidden Legends 
1305,49/101,Starmie,Psychic,Uncommon,EX Hidden Legends 
1306,50/101,Swalot,Grass,Uncommon,EX Hidden Legends 
1307,51/101,Tentacruel,Water,Uncommon,EX Hidden Legends 
1308,52/101,Baltoy,Psychic,Common,EX Hidden Legends 
1309,53/101,Baltoy,Fighting,Common,EX Hidden Legends 
1310,54/101,Beldum,Psychic,Common,EX Hidden Legends 
1311,55/101,Chikorita,Grass,Common,EX Hidden Legends 
1312,56/101,Chinchou,Lightning,Common,EX Hidden Legends 
1313,57/101,Chinchou,Lightning,Common,EX Hidden Legends 
1314,58/101,Clamperl,Water,Common,EX Hidden Legends 
1315,59/101,Cyndaquil,Fire,Common,EX Hidden Legends 
1316,60/101,Doduo,Colorless,Common,EX Hidden Legends 
1317,61/101,Feebas,Water,Common,EX Hidden Legends 
1318,62/101,Gulpin,Grass,Common,EX Hidden Legends 
1319,63/101,Jigglypuff,Colorless,Common,EX Hidden Legends 
1320,64/101,Machop,Fighting,Common,EX Hidden Legends 
1321,65/101,Meditite,Psychic,Common,EX Hidden Legends 
1322,66/101,Meditite,Fighting,Common,EX Hidden Legends 
1323,67/101,Minun,Lightning,Common,EX Hidden Legends 
1324,68/101,Oddish,Grass,Common,EX Hidden Legends 
1325,69/101,Plusle,Lightning,Common,EX Hidden Legends 
1326,70/101,Rhyhorn,Fighting,Common,EX Hidden Legends 
1327,71/101,Seedot,Grass,Common,EX Hidden Legends 
1328,72/101,Shuppet,Psychic,Common,EX Hidden Legends 
1329,73/101,Snorunt,Water,Common,EX Hidden Legends 
1330,74/101,Spheal,Water,Common,EX Hidden Legends 
1331,75/101,Staryu,Water,Common,EX Hidden Legends 
1332,76/101,Surskit,Grass,Common,EX Hidden Legends 
1333,77/101,Tentacool,Water,Common,EX Hidden Legends 
1334,78/101,Togepi,Colorless,Common,EX Hidden Legends 
1335,79/101,Totodile,Water,Common,EX Hidden Legends 
1336,80/101,Voltorb,Lightning,Common,EX Hidden Legends 
1337,81/101,Vulpix,Fire,Common,EX Hidden Legends 
1338,82/101,Whismur,Colorless,Common,EX Hidden Legends 
1339,83/101,Zubat,Grass,Common,EX Hidden Legends 
1340,84/101,Ancient Technical Machine [Ice],T [TM],Uncommon,EX Hidden Legends 
1341,85/101,Ancient Technical Machine [Rock],T [TM],Uncommon,EX Hidden Legends 
1342,86/101,Ancient Technical Machine [Steel],T [TM],Uncommon,EX Hidden Legends 
1343,87/101,Ancient Tomb,T [St],Uncommon,EX Hidden Legends 
1344,88/101,Desert Ruins,T [St],Uncommon,EX Hidden Legends 
1345,89/101,Island Cave,T [St],Uncommon,EX Hidden Legends 
1346,90/101,Life Herb,T,Uncommon,EX Hidden Legends 
1347,91/101,Magnetic Storm,T [St],Uncommon,EX Hidden Legends 
1348,92/101,Steven's Advice,T [Su],Uncommon,EX Hidden Legends 
1349,93/101,Groudon ex,Fighting,Rare Holo ex,EX Hidden Legends 
1350,94/101,Kyogre ex,Water,Rare Holo ex,EX Hidden Legends 
1351,95/101,Metagross ex,Metal,Rare Holo ex,EX Hidden Legends 
1352,96/101,Ninetales ex,Fire,Rare Holo ex,EX Hidden Legends 
1353,97/101,Regice ex,Water,Rare Holo ex,EX Hidden Legends 
1354,98/101,Regirock ex,Fighting,Rare Holo ex,EX Hidden Legends 
1355,99/101,Registeel ex,Metal,Rare Holo ex,EX Hidden Legends 
1356,100/101,Vileplume ex,Grass,Rare Holo ex,EX Hidden Legends 
1357,101/101,Wigglytuff ex,Colorless,Rare Holo ex,EX Hidden Legends 
1358,102/101,Groudon,Fighting,NULL,EX Hidden Legends 
1359,1/112,Beedrill,Grass,Rare Holo,EX FireRed & LeafGreen 
1360,2/112,Butterfree,Grass,Rare Holo,EX FireRed & LeafGreen 
1361,3/112,Dewgong,Water,Rare Holo,EX FireRed & LeafGreen 
1362,4/112,Ditto,Colorless,Rare Holo,EX FireRed & LeafGreen 
1363,5/112,Exeggutor,Psychic,Rare Holo,EX FireRed & LeafGreen 
1364,6/112,Kangaskhan,Colorless,Rare Holo,EX FireRed & LeafGreen 
1365,7/112,Marowak,Fighting,Rare Holo,EX FireRed & LeafGreen 
1366,8/112,Nidoking,Fighting,Rare Holo,EX FireRed & LeafGreen 
1367,9/112,Nidoqueen,Fighting,Rare Holo,EX FireRed & LeafGreen 
1368,10/112,Pidgeot,Colorless,Rare Holo,EX FireRed & LeafGreen 
1369,11/112,Poliwrath,Water,Rare Holo,EX FireRed & LeafGreen 
1370,12/112,Raichu,Lightning,Rare Holo,EX FireRed & LeafGreen 
1371,13/112,Rapidash,Fire,Rare Holo,EX FireRed & LeafGreen 
1372,14/112,Slowbro,Psychic,Rare Holo,EX FireRed & LeafGreen 
1373,15/112,Snorlax,Colorless,Rare Holo,EX FireRed & LeafGreen 
1374,16/112,Tauros,Colorless,Rare Holo,EX FireRed & LeafGreen 
1375,17/112,Victreebel,Grass,Rare Holo,EX FireRed & LeafGreen 
1376,18/112,Arcanine,Fire,Rare,EX FireRed & LeafGreen 
1377,19/112,Chansey,Colorless,Rare,EX FireRed & LeafGreen 
1378,20/112,Cloyster,Water,Rare,EX FireRed & LeafGreen 
1379,21/112,Dodrio,Colorless,Rare,EX FireRed & LeafGreen 
1380,22/112,Dugtrio,Fighting,Rare,EX FireRed & LeafGreen 
1381,23/112,Farfetch'd,Colorless,Rare,EX FireRed & LeafGreen 
1382,24/112,Fearow,Colorless,Rare,EX FireRed & LeafGreen 
1383,25/112,Hypno,Psychic,Rare,EX FireRed & LeafGreen 
1384,26/112,Kingler,Water,Rare,EX FireRed & LeafGreen 
1385,27/112,Magneton,Lightning,Rare,EX FireRed & LeafGreen 
1386,28/112,Primeape,Fighting,Rare,EX FireRed & LeafGreen 
1387,29/112,Scyther,Grass,Rare,EX FireRed & LeafGreen 
1388,30/112,Tangela,Grass,Rare,EX FireRed & LeafGreen 
1389,31/112,Charmeleon,Fire,Uncommon,EX FireRed & LeafGreen 
1390,32/112,Drowzee,Psychic,Uncommon,EX FireRed & LeafGreen 
1391,33/112,Exeggcute,Psychic,Uncommon,EX FireRed & LeafGreen 
1392,34/112,Haunter,Psychic,Uncommon,EX FireRed & LeafGreen 
1393,35/112,Ivysaur,Grass,Uncommon,EX FireRed & LeafGreen 
1394,36/112,Kakuna,Grass,Uncommon,EX FireRed & LeafGreen 
1395,37/112,Lickitung,Colorless,Uncommon,EX FireRed & LeafGreen 
1396,38/112,Mankey,Fighting,Uncommon,EX FireRed & LeafGreen 
1397,39/112,Metapod,Grass,Uncommon,EX FireRed & LeafGreen 
1398,40/112,Nidorina,Grass,Uncommon,EX FireRed & LeafGreen 
1399,41/112,Nidorino,Grass,Uncommon,EX FireRed & LeafGreen 
1400,42/112,Onix,Fighting,Uncommon,EX FireRed & LeafGreen 
1401,43/112,Parasect,Grass,Uncommon,EX FireRed & LeafGreen 
1402,44/112,Persian,Colorless,Uncommon,EX FireRed & LeafGreen 
1403,45/112,Pidgeotto,Colorless,Uncommon,EX FireRed & LeafGreen 
1404,46/112,Poliwhirl,Water,Uncommon,EX FireRed & LeafGreen 
1405,47/112,Porygon,Colorless,Uncommon,EX FireRed & LeafGreen 
1406,48/112,Raticate,Colorless,Uncommon,EX FireRed & LeafGreen 
1407,49/112,Venomoth,Grass,Uncommon,EX FireRed & LeafGreen 
1408,50/112,Wartortle,Water,Uncommon,EX FireRed & LeafGreen 
1409,51/112,Weepinbell,Grass,Uncommon,EX FireRed & LeafGreen 
1410,52/112,Wigglytuff,Colorless,Uncommon,EX FireRed & LeafGreen 
1411,53/112,Bellsprout,Grass,Common,EX FireRed & LeafGreen 
1412,54/112,Bulbasaur,Grass,Common,EX FireRed & LeafGreen 
1413,55/112,Bulbasaur,Grass,Common,EX FireRed & LeafGreen 
1414,56/112,Caterpie,Grass,Common,EX FireRed & LeafGreen 
1415,57/112,Charmander,Fire,Common,EX FireRed & LeafGreen 
1416,58/112,Charmander,Fire,Common,EX FireRed & LeafGreen 
1417,59/112,Clefairy,Colorless,Common,EX FireRed & LeafGreen 
1418,60/112,Cubone,Fighting,Common,EX FireRed & LeafGreen 
1419,61/112,Diglett,Fighting,Common,EX FireRed & LeafGreen 
1420,62/112,Doduo,Colorless,Common,EX FireRed & LeafGreen 
1421,63/112,Gastly,Psychic,Common,EX FireRed & LeafGreen 
1422,64/112,Growlithe,Fire,Common,EX FireRed & LeafGreen 
1423,65/112,Jigglypuff,Colorless,Common,EX FireRed & LeafGreen 
1424,66/112,Krabby,Water,Common,EX FireRed & LeafGreen 
1425,67/112,Magikarp,Water,Common,EX FireRed & LeafGreen 
1426,68/112,Magnemite,Lightning,Common,EX FireRed & LeafGreen 
1427,69/112,Meowth,Colorless,Common,EX FireRed & LeafGreen 
1428,70/112,Nidoran♀,Grass,Common,EX FireRed & LeafGreen 
1429,71/112,Nidoran♂,Grass,Common,EX FireRed & LeafGreen 
1430,72/112,Paras,Grass,Common,EX FireRed & LeafGreen 
1431,73/112,Pidgey,Colorless,Common,EX FireRed & LeafGreen 
1432,74/112,Pikachu,Lightning,Common,EX FireRed & LeafGreen 
1433,75/112,Poliwag,Water,Common,EX FireRed & LeafGreen 
1434,76/112,Ponyta,Fire,Common,EX FireRed & LeafGreen 
1435,77/112,Rattata,Colorless,Common,EX FireRed & LeafGreen 
1436,78/112,Seel,Water,Common,EX FireRed & LeafGreen 
1437,79/112,Shellder,Water,Common,EX FireRed & LeafGreen 
1438,80/112,Slowpoke,Psychic,Common,EX FireRed & LeafGreen 
1439,81/112,Spearow,Colorless,Common,EX FireRed & LeafGreen 
1440,82/112,Squirtle,Water,Common,EX FireRed & LeafGreen 
1441,83/112,Squirtle,Water,Common,EX FireRed & LeafGreen 
1442,84/112,Venonat,Grass,Common,EX FireRed & LeafGreen 
1443,85/112,Voltorb,Lightning,Common,EX FireRed & LeafGreen 
1444,86/112,Weedle,Grass,Common,EX FireRed & LeafGreen 
1445,87/112,Bill's Maintenance,T [Su],Uncommon,EX FireRed & LeafGreen 
1446,88/112,Celio's Network,T [Su],Uncommon,EX FireRed & LeafGreen 
1447,89/112,Energy Removal 2,T,Uncommon,EX FireRed & LeafGreen 
1448,90/112,Energy Switch,T,Uncommon,EX FireRed & LeafGreen 
1449,91/112,EXP.ALL,T [Tool],Uncommon,EX FireRed & LeafGreen 
1450,92/112,Great Ball,T,Uncommon,EX FireRed & LeafGreen 
1451,93/112,Life Herb,T,Uncommon,EX FireRed & LeafGreen 
1452,94/112,Mt. Moon,T [St],Uncommon,EX FireRed & LeafGreen 
1453,95/112,Poké Ball,T,Uncommon,EX FireRed & LeafGreen 
1454,96/112,PokéDex HANDY909,T,Uncommon,EX FireRed & LeafGreen 
1455,97/112,Pokémon Reversal,T,Uncommon,EX FireRed & LeafGreen 
1456,98/112,Prof. Oak's Research,T [Su],Uncommon,EX FireRed & LeafGreen 
1457,99/112,Super Scoop Up,T,Uncommon,EX FireRed & LeafGreen 
1458,100/112,VS Seeker,T,Uncommon,EX FireRed & LeafGreen 
1459,101/112,Potion,T,Common,EX FireRed & LeafGreen 
1460,102/112,Switch,T,Common,EX FireRed & LeafGreen 
1461,103/112,Multi Energy,Rainbow,Rare,EX FireRed & LeafGreen 
1462,104/112,Blastoise ex,Water,Rare Holo ex,EX FireRed & LeafGreen 
1463,105/112,Charizard ex,Fire,Rare Holo ex,EX FireRed & LeafGreen 
1464,106/112,Clefable ex,Colorless,Rare Holo ex,EX FireRed & LeafGreen 
1465,107/112,Electrode ex,Lightning,Rare Holo ex,EX FireRed & LeafGreen 
1466,108/112,Gengar ex,Psychic,Rare Holo ex,EX FireRed & LeafGreen 
1467,109/112,Gyarados ex,Water,Rare Holo ex,EX FireRed & LeafGreen 
1468,110/112,Mr. Mime ex,Psychic,Rare Holo ex,EX FireRed & LeafGreen 
1469,111/112,Mr. Mime ex,Psychic,Rare Holo ex,EX FireRed & LeafGreen 
1470,112/112,Venusaur ex,Grass,Rare Holo ex,EX FireRed & LeafGreen 
1471,113/112,Charmander,Fire,NULL,EX FireRed & LeafGreen 
1472,114/112,Articuno ex,Water,NULL,EX FireRed & LeafGreen 
1473,115/112,Moltres ex,Fire,NULL,EX FireRed & LeafGreen 
1474,116/112,Zapdos ex,Lightning,NULL,EX FireRed & LeafGreen 
1475,1/109,Azumarill,Water,Rare Holo,EX Team Rocket Returns 
1476,2/109,Dark Ampharos,"['Lightning', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1477,3/109,Dark Crobat,"['Grass', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1478,4/109,Dark Electrode,"['Lightning', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1479,5/109,Dark Houndoom,"['Fire', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1480,6/109,Dark Hypno,"['Psychic', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1481,7/109,Dark Marowak,"['Fighting', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1482,8/109,Dark Octillery,"['Water', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1483,9/109,Dark Slowking,"['Psychic', 'Darkness']",Rare Holo,EX Team Rocket Returns 
1484,10/109,Dark Steelix,"['Darkness', 'Metal']",Rare Holo,EX Team Rocket Returns 
1485,11/109,Jumpluff,Grass,Rare Holo,EX Team Rocket Returns 
1486,12/109,Kingdra,Water,Rare Holo,EX Team Rocket Returns 
1487,13/109,Piloswine,Fighting,Rare Holo,EX Team Rocket Returns 
1488,14/109,Togetic,Colorless,Rare Holo,EX Team Rocket Returns 
1489,15/109,Dark Dragonite,Darkness,Rare,EX Team Rocket Returns 
1490,16/109,Dark Muk,"['Grass', 'Darkness']",Rare,EX Team Rocket Returns 
1491,17/109,Dark Raticate,Darkness,Rare,EX Team Rocket Returns 
1492,18/109,Dark Sandslash,"['Fighting', 'Darkness']",Rare,EX Team Rocket Returns 
1493,19/109,Dark Tyranitar,Darkness,Rare,EX Team Rocket Returns 
1494,20/109,Dark Tyranitar,"['Fighting', 'Darkness']",Rare,EX Team Rocket Returns 
1495,21/109,Delibird,Water,Rare,EX Team Rocket Returns 
1496,22/109,Furret,Colorless,Rare,EX Team Rocket Returns 
1497,23/109,Ledian,Grass,Rare,EX Team Rocket Returns 
1498,24/109,Magby,Fire,Rare,EX Team Rocket Returns 
1499,25/109,Misdreavus,Psychic,Rare,EX Team Rocket Returns 
1500,26/109,Quagsire,Water,Rare,EX Team Rocket Returns 
1501,27/109,Qwilfish,Water,Rare,EX Team Rocket Returns 
1502,28/109,Yanma,Grass,Rare,EX Team Rocket Returns 
1503,29/109,Dark Arbok,"['Grass', 'Darkness']",Uncommon,EX Team Rocket Returns 
1504,30/109,Dark Ariados,"['Grass', 'Darkness']",Uncommon,EX Team Rocket Returns 
1505,31/109,Dark Dragonair,Darkness,Uncommon,EX Team Rocket Returns 
1506,32/109,Dark Dragonair,Darkness,Uncommon,EX Team Rocket Returns 
1507,33/109,Dark Flaaffy,"['Lightning', 'Darkness']",Uncommon,EX Team Rocket Returns 
1508,34/109,Dark Golbat,"['Grass', 'Darkness']",Uncommon,EX Team Rocket Returns 
1509,35/109,Dark Golduck,"['Water', 'Darkness']",Uncommon,EX Team Rocket Returns 
1510,36/109,Dark Gyarados,"['Water', 'Darkness']",Uncommon,EX Team Rocket Returns 
1511,37/109,Dark Houndoom,"['Fire', 'Darkness']",Uncommon,EX Team Rocket Returns 
1512,38/109,Dark Magcargo,"['Fire', 'Darkness']",Uncommon,EX Team Rocket Returns 
1513,39/109,Dark Magneton,"['Lightning', 'Darkness']",Uncommon,EX Team Rocket Returns 
1514,40/109,Dark Pupitar,"['Fighting', 'Darkness']",Uncommon,EX Team Rocket Returns 
1515,41/109,Dark Pupitar,"['Fighting', 'Darkness']",Uncommon,EX Team Rocket Returns 
1516,42/109,Dark Weezing,"['Grass', 'Darkness']",Uncommon,EX Team Rocket Returns 
1517,43/109,Heracross,Fighting,Uncommon,EX Team Rocket Returns 
1518,44/109,Magmar,Fire,Uncommon,EX Team Rocket Returns 
1519,45/109,Mantine,Water,Uncommon,EX Team Rocket Returns 
1520,46/109,Rocket's Meowth,Darkness,Uncommon,EX Team Rocket Returns 
1521,47/109,Rocket's Wobbuffet,Darkness,Uncommon,EX Team Rocket Returns 
1522,48/109,Seadra,Water,Uncommon,EX Team Rocket Returns 
1523,49/109,Skiploom,Grass,Uncommon,EX Team Rocket Returns 
1524,50/109,Togepi,Colorless,Uncommon,EX Team Rocket Returns 
1525,51/109,Cubone,Fighting,Common,EX Team Rocket Returns 
1526,52/109,Dratini,Colorless,Common,EX Team Rocket Returns 
1527,53/109,Dratini,Colorless,Common,EX Team Rocket Returns 
1528,54/109,Drowzee,Psychic,Common,EX Team Rocket Returns 
1529,55/109,Ekans,Grass,Common,EX Team Rocket Returns 
1530,56/109,Grimer,Grass,Common,EX Team Rocket Returns 
1531,57/109,Hoppip,Grass,Common,EX Team Rocket Returns 
1532,58/109,Horsea,Water,Common,EX Team Rocket Returns 
1533,59/109,Houndour,Fire,Common,EX Team Rocket Returns 
1534,60/109,Houndour,Fire,Common,EX Team Rocket Returns 
1535,61/109,Koffing,Grass,Common,EX Team Rocket Returns 
1536,62/109,Larvitar,Fighting,Common,EX Team Rocket Returns 
1537,63/109,Larvitar,Fighting,Common,EX Team Rocket Returns 
1538,64/109,Ledyba,Grass,Common,EX Team Rocket Returns 
1539,65/109,Magikarp,Water,Common,EX Team Rocket Returns 
1540,66/109,Magnemite,Lightning,Common,EX Team Rocket Returns 
1541,67/109,Mareep,Lightning,Common,EX Team Rocket Returns 
1542,68/109,Marill,Water,Common,EX Team Rocket Returns 
1543,69/109,Onix,Fighting,Common,EX Team Rocket Returns 
1544,70/109,Psyduck,Water,Common,EX Team Rocket Returns 
1545,71/109,Rattata,Colorless,Common,EX Team Rocket Returns 
1546,72/109,Rattata,Colorless,Common,EX Team Rocket Returns 
1547,73/109,Remoraid,Water,Common,EX Team Rocket Returns 
1548,74/109,Sandshrew,Fighting,Common,EX Team Rocket Returns 
1549,75/109,Sentret,Colorless,Common,EX Team Rocket Returns 
1550,76/109,Slowpoke,Psychic,Common,EX Team Rocket Returns 
1551,77/109,Slugma,Fire,Common,EX Team Rocket Returns 
1552,78/109,Spinarak,Grass,Common,EX Team Rocket Returns 
1553,79/109,Swinub,Fighting,Common,EX Team Rocket Returns 
1554,80/109,Voltorb,Lightning,Common,EX Team Rocket Returns 
1555,81/109,Wooper,Water,Common,EX Team Rocket Returns 
1556,82/109,Zubat,Grass,Common,EX Team Rocket Returns 
1557,83/109,Copycat,T [Su],Uncommon,EX Team Rocket Returns 
1558,84/109,Pokémon Retriever,T [R],Uncommon,EX Team Rocket Returns 
1559,85/109,Pow! Hand Extension,T [R],Uncommon,EX Team Rocket Returns 
1560,86/109,Rocket's Admin.,T [Su],Uncommon,EX Team Rocket Returns 
1561,87/109,Rocket's Hideout,T [St],Uncommon,EX Team Rocket Returns 
1562,88/109,Rocket's Mission,T [Su],Uncommon,EX Team Rocket Returns 
1563,89/109,Rocket's Poké Ball,T,Uncommon,EX Team Rocket Returns 
1564,90/109,Rocket's Tricky Gym,T [St],Uncommon,EX Team Rocket Returns 
1565,91/109,Surprise! Time Machine,T [R],Uncommon,EX Team Rocket Returns 
1566,92/109,Swoop! Teleporter,T [R],Uncommon,EX Team Rocket Returns 
1567,93/109,Venture Bomb,T [R],Uncommon,EX Team Rocket Returns 
1568,94/109,Dark Metal Energy,Darkness,Uncommon,EX Team Rocket Returns 
1569,95/109,R Energy,Darkness,Uncommon,EX Team Rocket Returns 
1570,96/109,Rocket's Articuno ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1571,97/109,Rocket's Entei ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1572,98/109,Rocket's Hitmonchan ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1573,99/109,Rocket's Mewtwo ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1574,100/109,Rocket's Moltres ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1575,101/109,Rocket's Scizor ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1576,102/109,Rocket's Scyther ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1577,103/109,Rocket's Sneasel ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1578,104/109,Rocket's Snorlax ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1579,105/109,Rocket's Suicune ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1580,106/109,Rocket's Zapdos ex,Darkness,Rare Holo ex,EX Team Rocket Returns 
1581,107/109,Mudkip,Water,ShinyRare Holo,EX Team Rocket Returns 
1582,108/109,Torchic,Fire,ShinyRare Holo,EX Team Rocket Returns 
1583,109/109,Treecko,Grass,ShinyRare Holo,EX Team Rocket Returns 
1584,110/109,Charmeleon,Fire,NULL,EX Team Rocket Returns 
1585,111/109,Here Comes Team Rocket!,T [Su],NULL,EX Team Rocket Returns 
1586,1/107,Altaria,Colorless,Rare Holo,EX Deoxys 
1587,2/107,Beautifly,Grass,Rare Holo,EX Deoxys 
1588,3/107,Breloom,Fighting,Rare Holo,EX Deoxys 
1589,4/107,Camerupt,Fire,Rare Holo,EX Deoxys 
1590,5/107,Claydol,Fighting,Rare Holo,EX Deoxys 
1591,6/107,Crawdaunt,Darkness,Rare Holo,EX Deoxys 
1592,7/107,Dusclops,Psychic,Rare Holo,EX Deoxys 
1593,8/107,Gyarados,Water,Rare Holo,EX Deoxys 
1594,9/107,Jirachi,Metal,Rare Holo,EX Deoxys 
1595,10/107,Ludicolo,Water,Rare Holo,EX Deoxys 
1596,11/107,Metagross,Psychic,Rare Holo,EX Deoxys 
1597,12/107,Mightyena,Darkness,Rare Holo,EX Deoxys 
1598,13/107,Ninjask,Grass,Rare Holo,EX Deoxys 
1599,14/107,Shedinja,Psychic,Rare Holo,EX Deoxys 
1600,15/107,Slaking,Colorless,Rare Holo,EX Deoxys 
1601,16/107,Deoxys,Psychic,Rare,EX Deoxys 
1602,17/107,Deoxys,Psychic,Rare,EX Deoxys 
1603,18/107,Deoxys,Psychic,Rare,EX Deoxys 
1604,19/107,Ludicolo,Water,Rare,EX Deoxys 
1605,20/107,Magcargo,Fire,Rare,EX Deoxys 
1606,21/107,Pelipper,Water,Rare,EX Deoxys 
1607,22/107,Rayquaza,Colorless,Rare,EX Deoxys 
1608,23/107,Sableye,Darkness,Rare,EX Deoxys 
1609,24/107,Seaking,Water,Rare,EX Deoxys 
1610,25/107,Shiftry,Grass,Rare,EX Deoxys 
1611,26/107,Skarmory,Metal,Rare,EX Deoxys 
1612,27/107,Tropius,Grass,Rare,EX Deoxys 
1613,28/107,Whiscash,Fighting,Rare,EX Deoxys 
1614,29/107,Xatu,Psychic,Rare,EX Deoxys 
1615,30/107,Donphan,Fighting,Uncommon,EX Deoxys 
1616,31/107,Golbat,Grass,Uncommon,EX Deoxys 
1617,32/107,Grumpig,Psychic,Uncommon,EX Deoxys 
1618,33/107,Lombre,Water,Uncommon,EX Deoxys 
1619,34/107,Lombre,Water,Uncommon,EX Deoxys 
1620,35/107,Lotad,Water,Uncommon,EX Deoxys 
1621,36/107,Lunatone,Fighting,Uncommon,EX Deoxys 
1622,37/107,Magcargo,Fire,Uncommon,EX Deoxys 
1623,38/107,Manectric,Lightning,Uncommon,EX Deoxys 
1624,39/107,Masquerain,Grass,Uncommon,EX Deoxys 
1625,40/107,Metang,Psychic,Uncommon,EX Deoxys 
1626,41/107,Minun,Lightning,Uncommon,EX Deoxys 
1627,42/107,Nosepass,Fighting,Uncommon,EX Deoxys 
1628,43/107,Nuzleaf,Grass,Uncommon,EX Deoxys 
1629,44/107,Plusle,Lightning,Uncommon,EX Deoxys 
1630,45/107,Shelgon,Colorless,Uncommon,EX Deoxys 
1631,46/107,Silcoon,Grass,Uncommon,EX Deoxys 
1632,47/107,Solrock,Psychic,Uncommon,EX Deoxys 
1633,48/107,Starmie,Water,Uncommon,EX Deoxys 
1634,49/107,Swellow,Colorless,Uncommon,EX Deoxys 
1635,50/107,Vigoroth,Colorless,Uncommon,EX Deoxys 
1636,51/107,Weezing,Grass,Uncommon,EX Deoxys 
1637,52/107,Bagon,Colorless,Common,EX Deoxys 
1638,53/107,Baltoy,Fighting,Common,EX Deoxys 
1639,54/107,Barboach,Water,Common,EX Deoxys 
1640,55/107,Beldum,Psychic,Common,EX Deoxys 
1641,56/107,Carvanha,Darkness,Common,EX Deoxys 
1642,57/107,Corphish,Water,Common,EX Deoxys 
1643,58/107,Duskull,Psychic,Common,EX Deoxys 
1644,59/107,Electrike,Lightning,Common,EX Deoxys 
1645,60/107,Electrike,Lightning,Common,EX Deoxys 
1646,61/107,Goldeen,Water,Common,EX Deoxys 
1647,62/107,Koffing,Grass,Common,EX Deoxys 
1648,63/107,Lotad,Water,Common,EX Deoxys 
1649,64/107,Magikarp,Water,Common,EX Deoxys 
1650,65/107,Makuhita,Fighting,Common,EX Deoxys 
1651,66/107,Natu,Psychic,Common,EX Deoxys 
1652,67/107,Nincada,Grass,Common,EX Deoxys 
1653,68/107,Numel,Fire,Common,EX Deoxys 
1654,69/107,Phanpy,Fighting,Common,EX Deoxys 
1655,70/107,Poochyena,Darkness,Common,EX Deoxys 
1656,71/107,Seedot,Grass,Common,EX Deoxys 
1657,72/107,Shroomish,Grass,Common,EX Deoxys 
1658,73/107,Slakoth,Colorless,Common,EX Deoxys 
1659,74/107,Slugma,Fire,Common,EX Deoxys 
1660,75/107,Slugma,Fire,Common,EX Deoxys 
1661,76/107,Spoink,Psychic,Common,EX Deoxys 
1662,77/107,Staryu,Water,Common,EX Deoxys 
1663,78/107,Surskit,Grass,Common,EX Deoxys 
1664,79/107,Swablu,Colorless,Common,EX Deoxys 
1665,80/107,Taillow,Colorless,Common,EX Deoxys 
1666,81/107,Wingull,Water,Common,EX Deoxys 
1667,82/107,Wurmple,Grass,Common,EX Deoxys 
1668,83/107,Zubat,Grass,Common,EX Deoxys 
1669,84/107,Balloon Berry,T [Tool],Uncommon,EX Deoxys 
1670,85/107,Crystal Shard,T [Tool],Uncommon,EX Deoxys 
1671,86/107,Energy Charge,T,Uncommon,EX Deoxys 
1672,87/107,Lady Outing,T [Su],Uncommon,EX Deoxys 
1673,88/107,Master Ball,T,Uncommon,EX Deoxys 
1674,89/107,Meteor Falls,T [St],Uncommon,EX Deoxys 
1675,90/107,Professor Cozmo's Discovery,T [Su],Uncommon,EX Deoxys 
